frame,mar,ear,eyebrow_height,nose_to_chin,yaw,mouth_width_ratio,expression
52,0.0008272867508623763,0.1784224004452121,0.07679897613861826,0.1432279065979859,2.153846738007787,0.38671663881510965,neutral
53,0.0013874641314219217,0.17944657213588772,0.0765966229013577,0.1427507042031046,1.7179103061620558,0.3924851917429619,neutral
54,0.0011936824977022095,0.17977267697349386,0.07659963992916709,0.14322335812705317,3.2679630619013516,0.3878125103915463,neutral
55,0.0010748874225621921,0.17925340724253594,0.07655633824873226,0.14241907697653716,1.8970095582011928,0.3930805928459009,neutral
56,0.0008369261148220374,0.1785143673453293,0.07653860685180301,0.1430433232994881,3.760806085036117,0.38924984700149956,neutral
57,0.0014483610703458828,0.1772435351392678,0.07649286971913742,0.1429905436336309,3.867389281210999,0.39186930663064057,neutral
58,0.000631039656466663,0.17953637068832018,0.07610132621946498,0.14297388064698877,3.869396002875928,0.38863630478540134,neutral
59,0.0010320027214928765,0.17922337299735633,0.07609303311218014,0.14234783429697212,2.5051193251426644,0.3887558923801659,neutral
60,0.0008693325187263204,0.18030048527142117,0.07615067268336732,0.142819913665028,4.126430847873854,0.39540624619027,neutral
61,0.0008491371558125827,0.17954655708562864,0.0762645269918133,0.14250196732842665,2.935734871138125,0.3920102594369805,neutral
62,0.0008154050395322521,0.17816552254211623,0.0762671574582489,0.14220625690930114,3.25445139979892,0.3941392947767277,neutral
63,0.0012002136016784862,0.17890353592527333,0.07615089329077968,0.1418690631554955,3.119065041800131,0.3983857174488166,neutral
64,0.0013421623594906784,0.17860005347083432,0.07614187449940046,0.14150734535059012,3.0641507405734685,0.4010825047460736,neutral
65,0.0018602550232399717,0.17792070799366705,0.07666819339546219,0.1409247599784643,2.2553514671524915,0.3958935326560216,neutral
66,0.002226639772903754,0.17831798141459201,0.07618346336064923,0.14074732496576617,2.8037403954498075,0.39643766127621427,neutral
67,0.0018154306206534221,0.17595615881458643,0.07657291192134819,0.14120083893154678,2.0088790358419093,0.3971231955822655,neutral
68,0.0015039381216299119,0.1761801727445814,0.0765265887342828,0.14202244015263643,2.373732660504437,0.39848821355223873,neutral
69,0.0011155385084256988,0.17383053431690554,0.07697211053209256,0.1420454197245153,1.8131936294446653,0.3970081333462619,neutral
70,0.0008883963114169059,0.17469540651915977,0.07665063196649274,0.1422023884078703,1.5588073196350738,0.3943284152557186,neutral
71,0.0009641748953931118,0.17606925092872494,0.0764471743555267,0.1426113435061891,1.21716891062877,0.3951885526505453,neutral
72,0.0008622266672822991,0.1734993912359687,0.07692955354220593,0.14292608720526534,1.4191942083887312,0.39302894412753897,neutral
73,0.0008471094166957126,0.1723266626596966,0.07696907448223617,0.14260666630840685,0.1667170506207083,0.3930594076398276,neutral
74,0.000995879733227867,0.17502797735551312,0.076775120286996,0.14165133700249294,0.6504267980874132,0.39549564608846377,neutral
75,0.0006329317392630761,0.17354568197071538,0.07684650562593799,0.14252080689402505,0.6922413241676602,0.3934574856328058,neutral
76,0.0007435397291626988,0.17336648618496822,0.07681546084679809,0.14214990628572707,1.0493831243041862,0.3928146262055742,neutral
77,0.0008720646482666583,0.17094821276013641,0.07691191822236357,0.1425617256221879,0.9548625726050386,0.39205017001298326,neutral
78,0.000816955035866662,0.17278250812883564,0.07676230001011167,0.14252579819800323,1.228960896472108,0.3922639806035984,neutral
79,0.000466078515742248,0.17454446600170068,0.07702160789653452,0.14278834022315465,1.456705400494262,0.3890835567616283,neutral
80,0.0010426846726593738,0.172836547942153,0.07715351910574333,0.1426767213096096,0.9983803573106137,0.39268377078203737,neutral
81,0.0008105465714671263,0.1743034152211465,0.077103836937858,0.14254436001405088,1.2751754955509669,0.3933709799697098,neutral
82,0.0008917731088455532,0.17461819104119156,0.07712212223660754,0.14217961789445624,1.2856436368828947,0.3929745921005464,neutral
83,0.0006647930509532991,0.17344539828465538,0.07719835873011745,0.1422846012876704,0.8635932403612743,0.3924671598064546,neutral
84,0.0008829380106840191,0.17435498586575957,0.07726061133535958,0.14220127762608292,1.74554998659588,0.3906675895643908,neutral
85,0.0010646200956119342,0.17366523764562142,0.07717981552724165,0.14204378958418434,1.603588527589517,0.3899715360821593,neutral
86,0.001019179489713655,0.17489260072317783,0.07701805336514791,0.1417000379052771,1.2291483682865847,0.39118107699410815,neutral
87,0.001329470970154872,0.17536903530645062,0.0767432899642514,0.14204185075659295,0.706067394361039,0.3938501557131506,neutral
88,0.001057707224049267,0.17155836026840848,0.07741475006812998,0.14205700626692483,0.3802890151778133,0.3912023018384586,neutral
89,0.001209393233075905,0.1728480174151849,0.07744630125171931,0.14253974556884266,1.1926813425757739,0.3867719055083662,neutral
90,0.0009022506023516115,0.17464562189293767,0.07656013154937077,0.1425764614770053,1.190325076520359,0.3931221418176252,neutral
91,0.0009031847017197914,0.17347425659151547,0.07671414278213895,0.14249144255469468,1.1469541839293385,0.39315576565798044,neutral
92,0.0008734624586201927,0.1708864344299774,0.07712835199912241,0.14231259075793878,0.7827760423175492,0.3931443108632599,neutral
93,0.0008262749969993685,0.17182657215782804,0.07725301770442887,0.1413704948720655,1.256061742442022,0.39000101159407125,neutral
94,0.000871518716510665,0.1733591435205033,0.07698412770928913,0.14154322242631864,0.9356195791017552,0.3893433304760355,neutral
95,0.0009623302466696147,0.17527086426719232,0.07674143645843584,0.14141148188643732,0.7423324265429836,0.38877527831245196,neutral
96,0.0010036795495796914,0.17347474733059795,0.07717968018949654,0.14126254247857323,0.969449291209031,0.3883771043708873,neutral
97,0.0009578887443269607,0.17515396290043367,0.07682725142594808,0.14167015102575028,0.8914661219092148,0.38855988350414034,neutral
98,0.000690870436241418,0.17525512091797982,0.07657148538496247,0.1422963812336204,0.9640906919432168,0.3891466587636153,neutral
99,0.000674257248811337,0.1746917995640696,0.07672363460728833,0.14243897565447514,1.0158047908078198,0.38920971573343277,neutral
100,0.0009527730707777892,0.17387873397310555,0.07669406898042375,0.14268505335714246,0.6663680262185446,0.3915530229082225,neutral
101,0.0009332494286987611,0.1738315721952972,0.07664081003215471,0.14276194428030872,1.2695512990823399,0.39020237493619503,neutral
102,0.0009907912352295934,0.17507256124704484,0.07662798329523364,0.142558714677345,1.2970191550692343,0.3912431100727153,neutral
103,0.0009292239193886147,0.1761055776213916,0.07690577489910962,0.14216472431562902,1.1165804286421932,0.3908595779469666,neutral
104,0.0010923940592081813,0.1768369669495466,0.0769766615266068,0.14220600106476033,1.0913237810813232,0.3919063430536048,neutral
105,0.0011020770212567994,0.17611344126380254,0.07699485732114145,0.14231744092468449,1.190263276442505,0.39286718133901377,neutral
106,0.0011847846188275564,0.17597623908393867,0.07731370227164791,0.14237300486047227,0.35119916864281886,0.3937290146446024,neutral
107,0.0008645348979751009,0.18012775522977045,0.07709004828989069,0.14213902091126643,0.4075291729268266,0.3921889083974319,neutral
108,0.0009495756072667541,0.17677185505229212,0.0772519901025945,0.1427537158148273,0.23947036418786666,0.3923562697902438,neutral
109,0.0006106533327213841,0.17775288018664537,0.07686680030635054,0.14270194985705711,0.7061993396083319,0.3929367673558944,neutral
110,0.0008592872875845417,0.17636544329386777,0.07716624286437168,0.14278358538229322,0.6421417834918697,0.3939251420794412,neutral
111,0.0010582064406045233,0.17718688297828578,0.07698153353516128,0.1428299025517628,0.8458084875676805,0.3941988041199385,neutral
112,0.0009526745563380909,0.17634750596403365,0.07708262038763208,0.14306319279927757,0.5773565226539745,0.3920565209880702,neutral
113,0.0014022888807790985,0.17652412402457135,0.07707210644021324,0.14282959102706044,0.10937382783429424,0.3927262817585774,neutral
114,0.0015306789397675033,0.1807423258794151,0.0768266379375145,0.14265843745951842,-0.3685014666898795,0.38938000336299283,neutral
115,0.0012690467466339778,0.17750718137413887,0.07679340287106323,0.1426115306845168,-0.7761353635218754,0.3906847848024088,neutral
116,0.001220802129520133,0.18205020351145484,0.07696812436270982,0.14283214483340212,-0.6891518740059327,0.38984105262658797,neutral
117,0.0009822034891745508,0.18145437903591105,0.07687517396483927,0.14190384065434022,-1.6057515742338082,0.3939996352601204,neutral
118,0.0010510099359279602,0.18161160107120547,0.0770606549243154,0.14215325776999369,-1.218453745726995,0.39085240829355783,neutral
119,0.0009414422355081387,0.17780301565035841,0.07712029813253582,0.1421515750211872,-1.1322311754699153,0.39173830470086474,neutral
120,0.0009584008801390211,0.17937128239882233,0.07691752100305263,0.14146972523884307,-1.1696041125089394,0.39079300836451303,neutral
121,0.0009171720512441543,0.1806156222575292,0.07683194086072342,0.14146882441240669,-0.8783685768454,0.3892701682725767,neutral
122,0.0004890822724900948,0.1832988955364806,0.07686277073566293,0.1415579969494162,-0.7709627116069656,0.38935303574877844,neutral
123,0.0010774775982856381,0.17426611036123651,0.07726516893034996,0.14169588195059135,-0.8303204923285171,0.3851013209454427,neutral
124,0.0008307725492356503,0.18054029331659585,0.07662213547833994,0.14243425106013477,-0.950602286373112,0.383551015419721,neutral
125,0.0010598252270380176,0.18008953359106195,0.07668160118571302,0.1427657693878183,-0.8920663576708202,0.3891061227802823,neutral
126,0.0006316692464381997,0.17826231180428817,0.07712294564242611,0.14137647628094324,-1.3770319028357454,0.39222744243715885,neutral
127,0.001332491126600431,0.17775460565165882,0.07706106629528323,0.14111629406591913,-1.7377176162845003,0.38956728869474316,neutral
128,0.0009057741395491266,0.1770220212788193,0.07678797004506001,0.1415979699930208,-1.324782904653473,0.38668211015133747,neutral
129,0.0011356366175982195,0.18081539636254135,0.07678855634092821,0.14268967016631762,-1.0681089997672482,0.3911347738174513,neutral
130,0.0007494270559967347,0.17293032692088794,0.07764762108731192,0.1408414902778824,-1.763855403112389,0.3932662653305309,neutral
131,0.000693752289505787,0.1739078793760207,0.07750169523309719,0.14224412021605068,-1.0116688142796515,0.3867866060542969,neutral
132,0.0005911335582755896,0.17880614921874313,0.07683410090848085,0.14116835422958524,-1.4821958603065564,0.3902327715778899,neutral
133,0.0005657941354444611,0.1750861621606482,0.07710083385102133,0.14165211080824996,-0.9535866263212992,0.39029205440963194,neutral
134,0.0006975684885854739,0.1749961659263533,0.07683364024951242,0.1415657455214029,-0.7779028330892135,0.39123665472874025,neutral
135,0.0010534358158035984,0.17193981627975108,0.0773975026237658,0.14205951132783848,-0.8760433535383332,0.38622276858802235,neutral
136,0.0009331461047358809,0.17685502363021952,0.07659294669070803,0.14210303977024452,-0.49131651317406344,0.39147346083549067,neutral
137,0.0012099534937527528,0.17844524929947753,0.07662797664145674,0.14196938543607981,-0.4788866759462282,0.3911152644004152,neutral
138,0.0013061781102213835,0.17806337786931745,0.07690187020631815,0.14186062760162763,-0.8148316239790866,0.3909302616490638,neutral
139,0.0010465320151650907,0.17875749992303497,0.07676984846887433,0.14195216915040781,-0.7353319197422967,0.3919273737867857,neutral
140,0.0007856024872988413,0.17685378419568806,0.07702562390478535,0.1414442191085743,-0.9364730646260145,0.39133240587767887,neutral
141,0.0003103028034860205,0.17476246113864496,0.0772030934629512,0.141339484862055,-0.7237736123429731,0.391822792364519,neutral
142,0.00017159753503317922,0.179887874959983,0.07669315568732578,0.1412786898468318,-0.5979255776881257,0.3916469412731443,neutral
143,0.00018483212117522644,0.17873674374638654,0.07687522751647996,0.14108508683515042,-1.2521171805678744,0.3934733104548084,neutral
144,0.0007594123902742269,0.175884493856914,0.07749126940629951,0.13926537744050024,-1.9975495374708767,0.3958839321993409,neutral
145,0.0011351441277590564,0.1749188518267266,0.0771763744407353,0.14218599508336116,-0.527075672735762,0.39237794435340395,neutral
146,0.0008812143632907705,0.18611866045987385,0.07636308817057932,0.1422527540259431,0.32254033221278994,0.3941845635818585,neutral
147,0.0006894036184382917,0.1750210523771095,0.07759576210610672,0.14025304173396763,-1.6909578592395706,0.3936837511872317,neutral
148,0.0010307627610503674,0.17918133342334386,0.07672899454410317,0.1411358484890716,-1.8656999458888905,0.3902372277664362,neutral
149,0.0005515302246675391,0.185350357874201,0.07619243954022152,0.14133774113994077,0.0956866436509523,0.3955363998647421,neutral
150,0.0008911366038598642,0.1779572087097153,0.07713762518761802,0.1397458628869803,-1.6509143914937894,0.39392427665343216,neutral
151,0.0011796308330293014,0.18027195586979328,0.0766762983674891,0.1410124071325891,-1.9400216919652127,0.39162915528663517,neutral
152,0.0005276142181565804,0.18286314818806157,0.07650903169544895,0.14090804451890915,-0.3891874118285765,0.3937963558602017,neutral
153,0.0009582165115186081,0.17922415240189254,0.0770068294760966,0.1411414236053951,-1.4745155654698006,0.3930449048568264,neutral
154,0.0002988117597412393,0.18305797880899227,0.07637595995167908,0.1407038225738245,-0.8347841647020481,0.3960924116247714,neutral
155,0.001158790701465392,0.1812462032629926,0.07687981965764927,0.1400818294840371,-1.3814608756503854,0.39453608258978107,neutral
156,0.0009598642520586399,0.1827008415821155,0.07651658024442677,0.14056267764100094,-1.6618746391427648,0.3950833556979534,neutral
157,0.0003923665097077266,0.1841321002933968,0.07639597024236973,0.14004541654940866,-0.8046883537504527,0.3989923529133628,neutral
158,0.0017909753401529028,0.17906607958270002,0.07681176506146697,0.14036781234059184,-1.8605960229099927,0.3945763400635661,neutral
159,0.0003846550816773565,0.1825288290539552,0.07651258851344815,0.1409756751289324,-1.1358615288819844,0.39482202727187626,neutral
160,0.0007702979454373297,0.18415309571349534,0.0763509074699761,0.14112284123723418,-0.8975672739603793,0.3975825447051254,neutral
161,0.0006516372700938275,0.18394785595361518,0.07651539027865115,0.1401304533857582,-1.5270170590016203,0.3974728751750528,neutral
162,0.0014198463572342797,0.1825598035658027,0.07649237649291868,0.14037093925399435,-1.8433406348626635,0.39783194121983156,neutral
163,0.001625086065992107,0.18169047077269568,0.07670060995533531,0.14013239069329392,-1.1236180883988405,0.39715969620695124,neutral
164,0.0012856694592965384,0.18493242824483547,0.07661883706866512,0.14103186969928724,-1.500186226820157,0.3953603515816617,neutral
165,0.0006466479474793774,0.1858990551784727,0.07670521980697051,0.14148099853229834,-0.5643867599956383,0.3976041208105205,neutral
166,0.0007072299394199011,0.1862255822073351,0.07638355007281022,0.14043730000756566,-1.6254379022268624,0.3979312963792384,neutral
167,0.0017075883950456907,0.18166416071648042,0.07689560807592033,0.140122704454943,-1.1704443857456435,0.39440010665079733,neutral
168,0.0009496503251961588,0.1806652855269716,0.07598153481393376,0.1421272864360979,-1.0667716832265743,0.3884342444792484,neutral
169,0.0003295956996116603,0.18499420711103196,0.07655654791999644,0.14166858519608239,-1.1301756880765612,0.3890422141750482,neutral
170,0.0015253517813554863,0.1723198226798184,0.07718212963426561,0.14099062154553246,-1.9097364274998583,0.3929661860621385,neutral
171,0.0015629024534079478,0.17874671337304776,0.07671159843465303,0.140688167745511,-2.0055935809960355,0.3929939668858075,neutral
172,0.0014755585295715419,0.18236210483569826,0.07657224950719642,0.14029899127710796,-2.1378536531817462,0.39456134068112036,neutral
173,0.0015849779558070093,0.18084470604481376,0.0765677784123892,0.140325649348912,-2.20439312681907,0.3946570403228843,neutral
174,0.0013603634414533885,0.18190338046443758,0.07664121679727015,0.1403663093918159,-2.24052957615268,0.39466069296953693,neutral
175,0.001033499594094531,0.18001457642364244,0.0767189104697492,0.14038109727928366,-2.148679831567407,0.394915796145153,neutral
176,0.0009004616652678448,0.1796370727933798,0.07662713155292393,0.14068580422856744,-2.212493164701912,0.3929581289196645,neutral
177,0.0013128228079368506,0.1797909603465349,0.07670739450963025,0.14067532796107368,-2.3116433014381275,0.39536975304094396,neutral
178,0.001348948680509038,0.17847612375234778,0.07662928260410526,0.1407222067896318,-2.5280312387282984,0.39416276429890057,neutral
179,0.0015075184786800988,0.17835139784688658,0.07672118934935354,0.14080062683578987,-2.1949252729635953,0.39473046955751095,neutral
180,0.0016185444916514053,0.18024015759133258,0.07667680317380476,0.1405523110175642,-2.4320624070678836,0.3942002531203119,neutral
181,0.0014448718591109245,0.17925583180786683,0.07691367602838435,0.14118397274116695,-1.543962725698433,0.39652638948599,neutral
182,0.0007525156859417327,0.1832794593667821,0.07641444239332901,0.14064765253707748,-1.1959358054083706,0.39356727152940235,neutral
183,0.0005402958521760305,0.18177897217823988,0.0765575351772302,0.1416792627300577,-1.3566752044660546,0.38911636237322367,neutral
184,0.00048567864142141476,0.1825962611021605,0.07636127359687539,0.14084451822448116,-1.4198215564726628,0.39380583258590746,neutral
185,0.0014721254320292393,0.1753320313824549,0.0770142830094395,0.14169689392126017,-1.260648928760083,0.3961778612223002,neutral
186,0.0010250236787944656,0.187026568338485,0.07625383361073851,0.14109509343969656,-0.5803160590304607,0.3930638856779528,neutral
187,0.00043672804084762004,0.18653850978028602,0.07603917303568954,0.14040435064428594,-0.5542670980731398,0.3942115457509783,neutral
188,0.0013556071156845323,0.17921212458326197,0.07685463817639897,0.14141691572948886,-1.1158601082486668,0.39219043949804183,neutral
189,0.0003428947642964088,0.1867980151059109,0.07619877075494448,0.14131039973846785,-0.733559132044457,0.3969828701168845,neutral
190,0.0005179304922147619,0.1879912113954467,0.07598068252718472,0.14010865601431147,-0.7891951146240784,0.3936095727020296,neutral
191,0.0015593901175075433,0.17861413029630144,0.07665906362179041,0.14235963527708434,-1.069853806010772,0.3926058748155008,neutral
192,0.0005717459604536774,0.18417066992132414,0.0763437116497013,0.14220895066756933,-0.7230231080276485,0.39579768445813496,neutral
193,0.0007683251381563273,0.17982450484675752,0.07684130034535565,0.14070368995302318,-2.516325301120865,0.39535554124952565,neutral
194,0.0016436157927135406,0.18006834206985514,0.07655834072176412,0.14055340113627726,-2.432108939456317,0.3952124402267795,neutral
195,0.0017165301593668667,0.1780497077533905,0.07671590601290267,0.14116579710820426,-2.125506793312173,0.3933199158087557,neutral
196,0.001612538126537323,0.17851750596164354,0.07707319891034879,0.1410320369680002,-2.6951319176110995,0.396518578974226,neutral
197,0.0014670112841579013,0.18157100135930782,0.07685567862415288,0.14099032067752185,-2.962517401452287,0.4000850133020092,neutral
198,0.0012912289019126888,0.18002606095233561,0.07639936914338112,0.1419282736395057,-2.4060729107935432,0.4010534088056897,neutral
199,0.0007845072062419796,0.18168318586840584,0.07631509115578715,0.14216169846252305,-2.0737605490508013,0.4050060639602718,neutral
200,0.00020115504050901932,0.18119200075786465,0.07631030604806287,0.14232665835718858,-1.8409547282014123,0.4073525916610717,neutral
201,0.0007716718981164511,0.18143742121259399,0.07676784653712385,0.1414140899914315,-1.9939244332037425,0.40969107333957705,neutral
202,0.0007111084287622431,0.18063414289612145,0.07573299435399738,0.14225644553655326,-1.760837070061761,0.40335058409952645,neutral
203,0.0001346529556116468,0.17753609588283317,0.07614191105666317,0.1422064014070127,-2.6071908389226577,0.4096368055685865,neutral
204,0.00096401678641389,0.1772287345844966,0.07676082861141556,0.14108164430281722,-3.385388481220782,0.40915953510424985,neutral
205,0.0004353236231617456,0.17846758180415226,0.07583815008208863,0.1419992022576984,-2.7926901596084375,0.410743156248327,neutral
206,0.0011690252923076273,0.17663498294857252,0.07646590341592165,0.1417811731681433,-3.095333305266317,0.40887865133230283,neutral
207,0.0008821551626100496,0.17631038863904905,0.07584137598771505,0.14103577721405416,-3.3183995745644004,0.4118566805169127,neutral
208,0.0009480015412172097,0.17516468465889162,0.07599254769136436,0.14162687202277682,-2.748178834794189,0.41332102750804445,neutral
209,0.0019261021543679998,0.17272527408387442,0.07675662956281433,0.14026513907279653,-3.3502416945371136,0.4169006438643061,neutral
210,0.0024694816428638957,0.16790837827904576,0.07679154991779157,0.14020439331058746,-2.542414471899842,0.4213369092115272,neutral
211,0.0026125059492091694,0.16552594126845968,0.0766048021929111,0.14074365199932742,-1.9464100668013429,0.421698383815457,neutral
212,0.001703345594111299,0.16117881421782504,0.07649540739714003,0.14059823887273412,-2.73351425877807,0.42032574961013164,neutral
213,0.002511158238402216,0.1613081270116693,0.07609359217828494,0.14150339262930192,-3.0962368208878415,0.42817612075656847,neutral
214,0.0016751926022963138,0.15708062950062496,0.07715185225004106,0.14130496225451597,-3.059790643151835,0.41502769127176237,neutral
215,0.002352462877782172,0.16471082950172786,0.07600230254957663,0.14120078237284583,-2.6632231581066623,0.4229488178385946,neutral
216,0.0024963614283342547,0.16582073489296148,0.0761775370210517,0.14121441507840007,-2.7293433881330804,0.42045568997787175,neutral
217,0.0031502318797103114,0.1655166767735272,0.07668343236409249,0.14086573471177746,-2.982204482384107,0.4202994822621815,neutral
218,0.0030385902152509506,0.16033348317041976,0.07620281183379811,0.14076348225700896,-3.164976323627009,0.42396006802303193,neutral
219,0.0032045289266923044,0.15700659017623003,0.07639602652251683,0.14099188429222112,-2.7596987760031286,0.42974255052421084,neutral
220,0.004839291759300517,0.1596955534317974,0.07583690272973362,0.14113455100929106,-3.417974853729917,0.4316859356462624,neutral
221,0.004331684334636133,0.15674179897689253,0.07589822356630756,0.14080777709725334,-3.119118504546926,0.43704108152378374,neutral
222,0.004945495656181151,0.15405099161483637,0.07586775606220279,0.14143175494763768,-3.23932057859407,0.44906582997691913,smiling
223,0.024575757067210977,0.14495709772069132,0.07693593091077344,0.1423351283092171,-3.421916332766919,0.46501414067936575,smiling
224,0.042137526797322106,0.11689810415088249,0.0775387598222492,0.1429244386024842,-2.5398335168182267,0.47370288209223965,smiling
225,0.05280186698565379,0.12725195920430385,0.07780212960764978,0.1423502826554153,-3.5969502115320227,0.48358750533498124,smiling
226,0.05138505129809828,0.1305033547994824,0.07702683245485516,0.14310159046898593,-3.866905312501142,0.4882981922471225,smiling
227,0.054324802326951076,0.13376855840975824,0.07662148749934171,0.14288475186807365,-3.5466953602277966,0.4911644210909037,smiling
