frame,body_velocity,state,state_label
126,0.010285258612217919,1,Moderate
127,0.01332281493538479,1,Moderate
128,0.031749533919351994,1,Moderate
129,0.020756506669311635,1,Moderate
130,0.010544498677729202,2,Active
131,0.01780835807006957,2,Active
132,0.022550650946035353,2,Active
133,0.01948619978535801,2,Active
134,0.020803330323309815,2,Active
135,0.018712149766713218,1,Moderate
136,0.016645270347790942,1,Moderate
137,0.013974409206763872,1,Moderate
138,0.0154134174906337,1,Moderate
139,0.01342931595824399,0,Still
140,0.009582204841819113,0,Still
141,0.008628705853936642,0,Still
142,0.007051364077511957,0,Still
143,0.005186752161093778,0,Still
144,0.0035108369510302774,0,Still
145,0.004138434933923239,0,Still
146,0.005912942935280272,0,Still
147,0.007973612441161421,0,Still
148,0.006819718171365253,0,Still
149,0.005998981993543244,0,Still
150,0.006922859291204981,0,Still
151,0.009110843277026005,0,Still
152,0.010780120931397753,0,Still
153,0.012226135526979516,0,Still
154,0.01398338994075599,1,Moderate
155,0.01614364796789191,1,Moderate
156,0.018505010017478063,1,Moderate
157,0.018262548408108138,1,Moderate
158,0.01779081452885508,1,Moderate
159,0.01514553852700293,1,Moderate
160,0.01854204749570828,2,Active
161,0.016544391668273883,2,Active
162,0.013787471734255048,2,Active
163,0.016106592098262276,2,Active
164,0.02257446972699322,2,Active
165,0.024257134703294672,2,Active
166,0.02396796096965437,1,Moderate
167,0.01664960952778221,1,Moderate
168,0.013825001581957068,1,Moderate
169,0.011468118349594408,1,Moderate
170,0.008156948507095283,1,Moderate
171,0.010624071628716253,1,Moderate
172,0.012832294021216833,0,Still
173,0.012250186140756493,0,Still
174,0.012216392833310954,0,Still
175,0.012152683924893758,0,Still
176,0.015111255330882674,1,Moderate
177,0.01634234803378483,1,Moderate
178,0.014023240993329827,1,Moderate
179,0.013848977835723296,1,Moderate
180,0.014748690019240578,1,Moderate
181,0.015835603759111364,2,Active
182,0.014672887478839743,2,Active
183,0.014849083692982674,2,Active
184,0.018096364368962857,2,Active
185,0.06197394564280619,2,Active
186,0.01954579813098185,2,Active
187,0.025571241467664707,2,Active
188,0.036982053228393465,2,Active
189,0.04450045852864311,2,Active
190,0.02965729163778495,2,Active
191,0.04633644996584939,2,Active
192,0.020431300719949304,2,Active
193,0.018903487541132413,2,Active
194,0.014335202378341488,2,Active
195,0.014397835854328007,2,Active
196,0.008761397265487648,1,Moderate
197,0.007782265456749996,0,Still
198,0.005712947805327069,0,Still
199,0.009194831431081865,0,Still
200,0.004519243098095406,0,Still
201,0.010081371260343983,0,Still
202,0.007881168083002184,0,Still
203,0.009339571165635949,0,Still
204,0.007423108854599187,0,Still
205,0.011243465952667293,0,Still
206,0.02388246448542947,0,Still
207,0.01284589014921595,0,Still
208,0.014540467282273685,0,Still
209,0.013105649771432335,1,Moderate
210,0.008462115988852869,1,Moderate
211,0.009628786787846311,1,Moderate
212,0.012486696187987876,0,Still
213,0.01736389081056516,0,Still
214,0.014795494292175035,0,Still
215,0.013565199167420355,1,Moderate
216,0.012013248699087577,1,Moderate
217,0.012461090804688999,1,Moderate
218,0.014150020488187967,1,Moderate
219,0.016703779101977248,1,Moderate
220,0.012376034187451989,1,Moderate
221,0.012849346680819914,1,Moderate
222,0.01215431653787239,1,Moderate
223,0.017307584438533887,1,Moderate
224,0.021280498188446288,2,Active
225,0.015312798165906328,1,Moderate
226,0.015290206076992802,1,Moderate
227,0.014516047898801374,1,Moderate
228,0.03678657513326631,1,Moderate
229,0.008558472901894543,1,Moderate
230,0.0067651027126494736,1,Moderate
231,0.006716832286639435,1,Moderate
232,0.005716154699502406,1,Moderate
233,0.03322490476581992,1,Moderate
234,0.008994707329009262,1,Moderate
235,0.020489075227711685,1,Moderate
236,0.01340158669445816,1,Moderate
237,0.019915291889310523,1,Moderate
238,0.017194465707269627,2,Active
239,0.012015121605416896,1,Moderate
240,0.011861148835154715,1,Moderate
241,0.01675146929546496,1,Moderate
242,0.015916575227323603,1,Moderate
243,0.017981470584282542,1,Moderate
244,0.02024444051826457,1,Moderate
245,0.014332852993827755,0,Still
246,0.010140859771062256,0,Still
247,0.008086062133437192,0,Still
248,0.005561794319610801,0,Still
249,0.005129030822013803,0,Still
250,0.0034573609531706895,0,Still
251,0.0053840290091542896,0,Still
252,0.004272132802059053,0,Still
253,0.004901595873263259,0,Still
254,0.006454105025497753,0,Still
255,0.01479923110983817,0,Still
256,0.012602375815439423,0,Still
257,0.01560411878651753,0,Still
258,0.017474660581665198,0,Still
259,0.017450515477742002,0,Still
260,0.013754904007394165,0,Still
261,0.008540495334719664,0,Still
262,0.0052344352503075195,0,Still
263,0.0073779255927831685,0,Still
264,0.007217702914210674,0,Still
265,0.010175471983523084,0,Still
266,0.005455782045594973,0,Still
267,0.011604855375692944,0,Still
268,0.010959125053523464,0,Still
269,0.010663512555762622,0,Still
270,0.015500739329085208,0,Still
271,0.016861635833365436,0,Still
272,0.012531849211659153,0,Still
273,0.008587675052359115,0,Still
274,0.012083462991865369,0,Still
275,0.008897107944690827,0,Still
276,0.010804775882794703,0,Still
277,0.007655692033181861,0,Still
278,0.005318867005044817,0,Still
279,0.00684959869896766,0,Still
280,0.007977988416987818,0,Still
281,0.00900905970672255,0,Still
282,0.016280817827444154,0,Still
283,0.026086620382827656,0,Still
284,0.011346564287904204,0,Still
285,0.01378656049372737,0,Still
286,0.010715332430352682,0,Still
287,0.012038926198107817,1,Moderate
288,0.006835826438871435,1,Moderate
289,0.008987101829774307,0,Still
290,0.006652060098207336,1,Moderate
291,0.03730534081447419,1,Moderate
292,0.008933989589464286,1,Moderate
293,0.007786232714561289,1,Moderate
294,0.031896703293998775,1,Moderate
295,0.010988140659895033,1,Moderate
296,0.011811676198370745,1,Moderate
297,0.011831071051447437,1,Moderate
298,0.01322866084564699,1,Moderate
299,0.012704264321082001,1,Moderate
